name,uri
lake restoration,http://aims.fao.org/aos/agrovoc/c_09f91c53
laboratories,http://aims.fao.org/aos/agrovoc/c_15988
lithium,http://aims.fao.org/aos/agrovoc/c_4386
lactation,http://aims.fao.org/aos/agrovoc/c_4140
lead 210,http://aims.fao.org/aos/agrovoc/c_ec49e7e3
lesions,http://aims.fao.org/aos/agrovoc/c_4283
longline fishing,http://aims.fao.org/aos/agrovoc/c_92346
ligands,http://aims.fao.org/aos/agrovoc/c_27567
triacylglycerol lipase,http://aims.fao.org/aos/agrovoc/c_24095
sea breezes,http://aims.fao.org/aos/agrovoc/c_8de6b301
La Niña,http://aims.fao.org/aos/agrovoc/c_2959bef2
imagery,http://aims.fao.org/aos/agrovoc/c_36760
light measuring instruments,http://aims.fao.org/aos/agrovoc/c_c6c83327
locomotory appendages,http://aims.fao.org/aos/agrovoc/c_8c0a4b31
light stimuli,http://aims.fao.org/aos/agrovoc/c_6140e7f0
rain,http://aims.fao.org/aos/agrovoc/c_6435
lakes,http://aims.fao.org/aos/agrovoc/c_4160
lava,http://aims.fao.org/aos/agrovoc/c_3df1cb51
moon phases,http://aims.fao.org/aos/agrovoc/c_4929
long-crested waves,http://aims.fao.org/aos/agrovoc/c_4a30fac8
location,http://aims.fao.org/aos/agrovoc/c_330988
lasers,http://aims.fao.org/aos/agrovoc/c_26026
functional analysis,http://aims.fao.org/aos/agrovoc/c_ea62e5ae
lifeboats,http://aims.fao.org/aos/agrovoc/c_61e87a32
licences,http://aims.fao.org/aos/agrovoc/c_4313
parturition,http://aims.fao.org/aos/agrovoc/c_5604
limnology,http://aims.fao.org/aos/agrovoc/c_4343
landfills,http://aims.fao.org/aos/agrovoc/c_35171
lagoonal sedimentation,http://aims.fao.org/aos/agrovoc/c_61dbb70c
lagoons,http://aims.fao.org/aos/agrovoc/c_4158
legal rights,http://aims.fao.org/aos/agrovoc/c_28722
locomotion,http://aims.fao.org/aos/agrovoc/c_4413
laboratory culture,http://aims.fao.org/aos/agrovoc/c_49dd3bfe
lake currents,http://aims.fao.org/aos/agrovoc/c_ebfb6d33
larviculture,http://aims.fao.org/aos/agrovoc/c_b9c11761
light microscopy,http://aims.fao.org/aos/agrovoc/c_01f95724
livestock feed,http://aims.fao.org/aos/agrovoc/c_12213
length,http://aims.fao.org/aos/agrovoc/c_4260
light dispersion,http://aims.fao.org/aos/agrovoc/c_29013
lethal limits,http://aims.fao.org/aos/agrovoc/c_491f4399
lobster fisheries,http://aims.fao.org/aos/agrovoc/c_96fbfb70
latitude,http://aims.fao.org/aos/agrovoc/c_4222
laser bathymeters,http://aims.fao.org/aos/agrovoc/c_61cb5b95
local knowledge,http://aims.fao.org/aos/agrovoc/c_2bd4073a
landing sites,http://aims.fao.org/aos/agrovoc/c_17b31ae1
laser altimeters,http://aims.fao.org/aos/agrovoc/c_2017ebe9
lipids,http://aims.fao.org/aos/agrovoc/c_4362
clams,http://aims.fao.org/aos/agrovoc/c_1650
larvae,http://aims.fao.org/aos/agrovoc/c_4204
limnological equipment,http://aims.fao.org/aos/agrovoc/c_6518e818
live feeds,http://aims.fao.org/aos/agrovoc/c_389db4ab
level of no motion,http://aims.fao.org/aos/agrovoc/c_be8c51f1
limiting factors,http://aims.fao.org/aos/agrovoc/c_281a09b4
luciferin,http://aims.fao.org/aos/agrovoc/c_c9e728da
freeze drying,http://aims.fao.org/aos/agrovoc/c_3090
Palaeogene,http://aims.fao.org/aos/agrovoc/c_8742ff5a
lead isotopes,http://aims.fao.org/aos/agrovoc/c_67680524
liming,http://aims.fao.org/aos/agrovoc/c_25206
nitrous oxide,http://aims.fao.org/aos/agrovoc/c_12838
vernacular names,http://aims.fao.org/aos/agrovoc/c_b16fd2c7
shallow water waves,http://aims.fao.org/aos/agrovoc/c_77d7fbac
landlocked states,http://aims.fao.org/aos/agrovoc/c_0ee9da4b
Love waves,http://aims.fao.org/aos/agrovoc/c_32f3d2de
whitefish,http://aims.fao.org/aos/agrovoc/c_8382
Laplace equation,http://aims.fao.org/aos/agrovoc/c_5208a15b
linoleic acid,http://aims.fao.org/aos/agrovoc/c_4352
natural gas,http://aims.fao.org/aos/agrovoc/c_5087
linear waves,http://aims.fao.org/aos/agrovoc/c_bfb863f5
littoral environment,http://aims.fao.org/aos/agrovoc/c_12208
appropriate technology,http://aims.fao.org/aos/agrovoc/c_544
larval settlement,http://aims.fao.org/aos/agrovoc/c_12f3d2b6
loading buoys,http://aims.fao.org/aos/agrovoc/c_2f15478b
lentic environment,http://aims.fao.org/aos/agrovoc/c_12139
lymph,http://aims.fao.org/aos/agrovoc/c_4481
lacustrine sedimentation,http://aims.fao.org/aos/agrovoc/c_11b5d713
lanthanides,http://aims.fao.org/aos/agrovoc/c_f1377ea7
leachates,http://aims.fao.org/aos/agrovoc/c_35164
lobster pots,http://aims.fao.org/aos/agrovoc/c_12223
lysocline,http://aims.fao.org/aos/agrovoc/c_9a0d664b
labour costs,http://aims.fao.org/aos/agrovoc/c_29985
landforms,http://aims.fao.org/aos/agrovoc/c_34247ea4
least squares method,http://aims.fao.org/aos/agrovoc/c_7270359f
liquefied natural gas,http://aims.fao.org/aos/agrovoc/c_7ee31329
lunar tides,http://aims.fao.org/aos/agrovoc/c_b115c778
life jackets,http://aims.fao.org/aos/agrovoc/c_f7ea3de5
landslides,http://aims.fao.org/aos/agrovoc/c_4187
lift nets,http://aims.fao.org/aos/agrovoc/c_2eecfd6c
lotic environment,http://aims.fao.org/aos/agrovoc/c_12248
length-weight relationships,http://aims.fao.org/aos/agrovoc/c_8c34f8c0
labour,http://aims.fao.org/aos/agrovoc/c_4128
logbooks,http://aims.fao.org/aos/agrovoc/c_fc69079d
lophophores,http://aims.fao.org/aos/agrovoc/c_c26b8c98
lightning,http://aims.fao.org/aos/agrovoc/c_4327
leukocytes,http://aims.fao.org/aos/agrovoc/c_4298
off-bottom culture,http://aims.fao.org/aos/agrovoc/c_2dc42f49
pollution from land-based sources,http://aims.fao.org/aos/agrovoc/c_1235817d
cold,http://aims.fao.org/aos/agrovoc/c_1743
luminescence,http://aims.fao.org/aos/agrovoc/c_12270
diurnal tides,http://aims.fao.org/aos/agrovoc/c_ca5a2b6f
lava flows,http://aims.fao.org/aos/agrovoc/c_0177d2d2
libraries,http://aims.fao.org/aos/agrovoc/c_4311
plant diseases,http://aims.fao.org/aos/agrovoc/c_5962
scale models,http://aims.fao.org/aos/agrovoc/c_c154b38b
live storage,http://aims.fao.org/aos/agrovoc/c_04731d35
larynx,http://aims.fao.org/aos/agrovoc/c_4205
land breezes,http://aims.fao.org/aos/agrovoc/c_55c93409
lanthanum,http://aims.fao.org/aos/agrovoc/c_a0589939
liners,http://aims.fao.org/aos/agrovoc/c_6142549a
altimetry,http://aims.fao.org/aos/agrovoc/c_79a37eee
semidiurnal tides,http://aims.fao.org/aos/agrovoc/c_e4ac7c45
coastal states,http://aims.fao.org/aos/agrovoc/c_ea9300c2
laboratory animals,http://aims.fao.org/aos/agrovoc/c_4126
lactic acid,http://aims.fao.org/aos/agrovoc/c_4142
canopy,http://aims.fao.org/aos/agrovoc/c_1262
subsidence,http://aims.fao.org/aos/agrovoc/c_14650
longitude,http://aims.fao.org/aos/agrovoc/c_52bebf31
lutetium,http://aims.fao.org/aos/agrovoc/c_7c2486c4
leucine,http://aims.fao.org/aos/agrovoc/c_4292
plant litter,http://aims.fao.org/aos/agrovoc/c_24064
limnologists,http://aims.fao.org/aos/agrovoc/c_d2133890
laboratory equipment,http://aims.fao.org/aos/agrovoc/c_4127
legislation,http://aims.fao.org/aos/agrovoc/c_4253
lubricants,http://aims.fao.org/aos/agrovoc/c_25737
lake morphology,http://aims.fao.org/aos/agrovoc/c_75bbb84b
layers,http://aims.fao.org/aos/agrovoc/c_f851fe26
passenger ships,http://aims.fao.org/aos/agrovoc/c_70f12455
lipoproteins,http://aims.fao.org/aos/agrovoc/c_4367
nearshore sedimentation,http://aims.fao.org/aos/agrovoc/c_6c8f0e22
lead compounds,http://aims.fao.org/aos/agrovoc/c_5212dd3f
stocking density,http://aims.fao.org/aos/agrovoc/c_24410
long-period tides,http://aims.fao.org/aos/agrovoc/c_789608f3
legal system,http://aims.fao.org/aos/agrovoc/c_d037b8a9
low tide,http://aims.fao.org/aos/agrovoc/c_33595674
legal status,http://aims.fao.org/aos/agrovoc/c_df57e2ec
law of the sea,http://aims.fao.org/aos/agrovoc/c_4229
littoral deposits,http://aims.fao.org/aos/agrovoc/c_d6d4c30d
longshore currents,http://aims.fao.org/aos/agrovoc/c_af387500
lyases,http://aims.fao.org/aos/agrovoc/c_4473
labour legislation,http://aims.fao.org/aos/agrovoc/c_28712
limnological data,http://aims.fao.org/aos/agrovoc/c_be2ca3b8
short wave-long wave interactions,http://aims.fao.org/aos/agrovoc/c_b059e079
logging,http://aims.fao.org/aos/agrovoc/c_7775
laminar flow,http://aims.fao.org/aos/agrovoc/c_b440c3c8
lethal effects,http://aims.fao.org/aos/agrovoc/c_9519520c
labelling,http://aims.fao.org/aos/agrovoc/c_330899
longevity,http://aims.fao.org/aos/agrovoc/c_4428
lithium isotopes,http://aims.fao.org/aos/agrovoc/c_ccd46318
lake fisheries,http://aims.fao.org/aos/agrovoc/c_4159
surrounding nets,http://aims.fao.org/aos/agrovoc/c_a010a7ed
lysosomes,http://aims.fao.org/aos/agrovoc/c_03d36284
leases,http://aims.fao.org/aos/agrovoc/c_4240
life cycle,http://aims.fao.org/aos/agrovoc/c_4317
leucism,http://aims.fao.org/aos/agrovoc/c_5fb4cb89
land use,http://aims.fao.org/aos/agrovoc/c_4182
weight gain,http://aims.fao.org/aos/agrovoc/c_8350
seismic waves,http://aims.fao.org/aos/agrovoc/c_1fde981b
lungs,http://aims.fao.org/aos/agrovoc/c_4462
leaves,http://aims.fao.org/aos/agrovoc/c_4243
developing countries,http://aims.fao.org/aos/agrovoc/c_2222
land management,http://aims.fao.org/aos/agrovoc/c_24866
lamprey attachment,http://aims.fao.org/aos/agrovoc/c_d9003842
lobster culture,http://aims.fao.org/aos/agrovoc/c_a8b09196
recreation,http://aims.fao.org/aos/agrovoc/c_6477
librarians,http://aims.fao.org/aos/agrovoc/c_428dc04d
liquids,http://aims.fao.org/aos/agrovoc/c_12200
litters (births),http://aims.fao.org/aos/agrovoc/c_0c9fac2b
line fishing,http://aims.fao.org/aos/agrovoc/c_4349
liquefaction,http://aims.fao.org/aos/agrovoc/c_34771
lighthouses,http://aims.fao.org/aos/agrovoc/c_b23f0bf9
larval stage,http://aims.fao.org/aos/agrovoc/c_330661
lymphatic system,http://aims.fao.org/aos/agrovoc/c_4483
laboratory experimentation,http://aims.fao.org/aos/agrovoc/c_15989
organisms,http://aims.fao.org/aos/agrovoc/c_49904
limnological institutions,http://aims.fao.org/aos/agrovoc/c_138c43fd
laminar boundary layer,http://aims.fao.org/aos/agrovoc/c_612649ed
lightships,http://aims.fao.org/aos/agrovoc/c_1edba98e
long-term records,http://aims.fao.org/aos/agrovoc/c_5fede298
livelihoods,http://aims.fao.org/aos/agrovoc/c_1374498089962
leaching,http://aims.fao.org/aos/agrovoc/c_15591
lymphocytes,http://aims.fao.org/aos/agrovoc/c_4484
lampreys,http://aims.fao.org/aos/agrovoc/c_4169
liver,http://aims.fao.org/aos/agrovoc/c_4395
